,open_dt,close_dt,symbol,amount,buy,sell,long,pnl,rt_returns,duration,returns
0,2022-01-04 12:16:00+05:30,2022-01-06 09:16:00+05:30,HAL,7.0,1259.16,1266.35,True,50.32999999999879,0.005710155977000402,1 days 21:00:00,0.004977303968591342
1,2022-01-06 09:17:00+05:30,2022-01-06 13:16:00+05:30,HAL,7.0,1257.45,1261.23,False,26.45999999999981,0.0030060837409041892,0 days 03:59:00,0.002631636527831079
2,2022-01-06 13:16:00+05:30,2022-01-19 10:16:00+05:30,HAL,7.0,1258.06,1406.83,True,1041.3899999999999,0.1182535014228256,12 days 21:00:00,0.1035736947739239
3,2022-01-19 10:17:00+05:30,2022-01-27 12:16:00+05:30,HAL,7.0,1406.67,1407.6,False,6.509999999998854,0.0006611358740854901,8 days 01:59:00,0.0005939098242354304
4,2022-01-27 12:16:00+05:30,2022-02-22 14:16:00+05:30,HAL,7.0,1406.67,1276.05,True,-914.3400000000008,-0.09285759986350751,26 days 02:00:00,-0.08144936650789657
5,2022-02-22 14:17:00+05:30,2022-03-03 12:16:00+05:30,HAL,7.0,1407.8,1276.98,False,-915.7399999999996,-0.0929251314107117,8 days 21:59:00,-0.09163823840512195
6,2022-03-03 12:16:00+05:30,2022-08-08 12:16:00+05:30,HAL,6.0,1410.38,2161.64,True,4507.559999999999,0.5326649555438958,158 days 00:00:00,0.49565598908306774
7,2022-08-08 12:17:00+05:30,2022-08-12 14:16:00+05:30,HAL,6.0,2233.96,2167.0,False,-401.7600000000002,-0.02997367902737741,4 days 01:59:00,
8,2022-08-12 14:16:00+05:30,2022-08-30 14:16:00+05:30,HAL,5.0,2233.96,2294.0,True,300.1999999999998,0.026876040752743992,18 days 00:00:00,
9,2022-08-30 14:17:00+05:30,2022-09-07 11:16:00+05:30,HAL,5.0,2413.72,2294.03,False,-598.449999999998,-0.04958735893144176,7 days 20:59:00,
10,2022-09-07 11:16:00+05:30,2022-09-12 14:16:00+05:30,HAL,5.0,2413.72,2617.35,True,1018.1500000000005,0.08436355501052323,5 days 03:00:00,0.0774060183816011
11,2022-09-12 14:17:00+05:30,2022-09-16 12:16:00+05:30,HAL,5.0,2497.62,2627.51,False,649.4500000000016,0.052005509244801185,3 days 21:59:00,0.04547125358389386
12,2022-09-16 12:16:00+05:30,2022-10-18 11:16:00+05:30,HAL,5.0,2497.62,2427.25,True,-351.84999999999945,-0.02817482243095423,31 days 23:00:00,
13,2022-10-18 11:17:00+05:30,2022-11-02 11:16:00+05:30,HAL,5.0,2499.95,2427.21,False,-363.6999999999989,-0.029096581931638544,14 days 23:59:00,-0.025660473205371903
14,2022-11-02 11:16:00+05:30,2022-11-16 13:16:00+05:30,HAL,5.0,2500.62,2677.42,True,884.0000000000009,0.07070246578848453,14 days 02:00:00,0.06197989299353775
15,2022-11-16 13:17:00+05:30,2022-11-23 15:16:00+05:30,HAL,5.0,2719.67,2670.82,False,-244.24999999999955,-0.017961738004978512,7 days 01:59:00,-0.016379546791184724
16,2022-11-23 15:16:00+05:30,2022-12-09 15:16:00+05:30,HAL,5.0,2719.67,2718.22,True,-7.250000000001364,-0.0005331529192881022,16 days 00:00:00,-0.0004926797975460716
17,2022-12-09 15:17:00+05:30,2022-12-16 10:16:00+05:30,HAL,5.0,2556.73,2718.85,False,810.5999999999995,0.06340912024343591,6 days 18:59:00,
